Date,High,Low,Open,Close,Volume,Adj Close,upper_boll_band,lower_boll_band,macd,signal,rsi,ma7,ma21,momentum,change,volatility,return
2000-01-03,1478.0,1438.3599853515625,1469.25,1455.219970703125,931800000,1455.219970703125,,,0.0,0.0,,,,,0.0,,-0.0095
2000-01-04,1455.219970703125,1397.4300537109375,1455.219970703125,1399.4200439453125,1009000000,1399.4200439453125,,,-4.451276208600575,-0.890255241720115,,,,,-55.7999267578125,39.4565066001619,-0.0383
2000-01-05,1413.27001953125,1377.6800537109375,1399.4200439453125,1402.1099853515625,1085500000,1402.1099853515625,,,-7.673434308759397,-2.2468910551279713,,,,,2.68994140625,31.08100184592406,0.0019
2000-01-06,1411.9000244140625,1392.0999755859375,1402.1099853515625,1403.449951171875,1092300000,1403.449951171875,,,-10.003578745624964,-3.79822859322737,,,,1452.219970703125,1.3399658203125,26.17407352930114,0.001
2000-01-07,1441.469970703125,1400.72998046875,1403.449951171875,1441.469970703125,1225200000,1441.469970703125,,,-8.682253555541365,-4.775033585690169,,,,1396.4200439453125,38.02001953125,25.71208924043797,0.0271
2000-01-10,1464.3599853515625,1441.469970703125,1441.469970703125,1457.5999755859375,1064800000,1457.5999755859375,,,-6.261360170316493,-5.072298902615434,,,,1399.1099853515625,16.1300048828125,27.785461415031186,0.0112
2000-01-11,1458.6600341796875,1434.4200439453125,1457.5999755859375,1438.56005859375,1014000000,1438.56005859375,,,-5.812148073915296,-5.220268736875407,,1428.2614222935267,,1400.449951171875,-19.0399169921875,25.47104738694852,-0.0131
2000-01-12,1442.5999755859375,1427.0799560546875,1438.56005859375,1432.25,974600000,1432.25,,,-5.89733246656192,-5.35568148281271,,1424.9799979073662,,1438.469970703125,-6.31005859375,23.327466384524516,-0.0044
2000-01-13,1454.199951171875,1432.25,1432.25,1449.6800537109375,1030400000,1449.6800537109375,,,-4.506434672274963,-5.185832120705161,,1432.1599993024554,,1454.5999755859375,17.4300537109375,22.74938641856398,0.0122
2000-01-14,1473.0,1449.6800537109375,1449.6800537109375,1465.1500244140625,1085900000,1465.1500244140625,,,-2.131272815279317,-4.574920259619993,,1441.1657191685267,,1435.56005859375,15.469970703125,24.055479311888217,0.0107
2000-01-18,1465.1500244140625,1451.300048828125,1465.1500244140625,1455.1400146484375,1056700000,1455.1400146484375,,,-1.0446223067397113,-3.8688606690439364,,1448.550013950893,,1429.25,-10.010009765625,23.404013290074445,-0.0068
2000-01-19,1461.3900146484375,1448.6800537109375,1455.1400146484375,1455.9000244140625,1087800000,1455.9000244140625,,,-0.12072586083399983,-3.119233707401949,,1450.6114501953125,,1446.6800537109375,0.760009765625,22.750328594822946,0.0005
2000-01-20,1465.7099609375,1438.5400390625,1455.9000244140625,1445.5699462890625,1100700000,1445.5699462890625,,,-0.2195513919809855,-2.5392972443177566,,1448.8928745814733,,1462.1500244140625,-10.330078125,21.57292218326869,-0.0071
2000-01-21,1453.1800537109375,1439.5999755859375,1445.5699462890625,1441.3599853515625,1209800000,1441.3599853515625,,,-0.6303141320024679,-2.157500621854699,,1449.2928641183037,,1452.1400146484375,-4.2099609375,20.46483435745693,-0.0029
2000-01-24,1454.0899658203125,1395.4200439453125,1441.3599853515625,1401.530029296875,1115800000,1401.530029296875,,,-4.12227215624489,-2.550454928732737,38.69065801883639,1444.904296875,,1452.9000244140625,-39.8299560546875,22.703799277962634,-0.0276
2000-01-25,1414.260009765625,1388.489990234375,1401.530029296875,1410.030029296875,1073700000,1410.030029296875,,,-6.133096566620225,-3.266983256310235,40.96717845309192,1439.2400076729912,,1442.5699462890625,8.5,23.05499790142719,0.0061
2000-01-26,1412.72998046875,1400.1600341796875,1410.030029296875,1404.0899658203125,1117300000,1404.0899658203125,,,-8.11248717610897,-4.236084040269983,39.85347906436709,1430.5171421595983,,1438.3599853515625,-5.9400634765625,23.72008627449005,-0.0042
2000-01-27,1418.8599853515625,1370.989990234375,1404.0899658203125,1398.56005859375,1129500000,1398.56005859375,,,-10.011973988783211,-5.391262029972628,38.79609826232246,1422.434291294643,,1398.530029296875,-5.5299072265625,24.600642124957627,-0.0039
2000-01-28,1398.56005859375,1356.199951171875,1398.56005859375,1360.1600341796875,1095800000,1360.1600341796875,,,-14.449329148680818,-7.202875453714267,32.37297653886168,1408.7571498325892,,1407.030029296875,-38.4000244140625,30.364190696095626,-0.0275
2000-01-31,1394.47998046875,1350.1400146484375,1360.1600341796875,1394.4599609375,993800000,1394.4599609375,,,-15.025048245997823,-8.767310012170977,41.66358603351482,1401.4557233537946,,1401.0899658203125,34.2999267578125,30.259666780933546,0.0252
2000-02-01,1412.489990234375,1384.7900390625,1394.4599609375,1409.280029296875,981000000,1409.280029296875,1481.7230829379544,1367.8950229958252,-14.122656920401596,-9.838379393817101,45.16863954297268,1396.8728724888392,1424.8090529668898,1395.56005859375,14.820068359375,29.29962975399641,0.0106
2000-02-02,1420.6099853515625,1403.489990234375,1409.280029296875,1409.1199951171875,1038600000,1409.1199951171875,1478.140667714087,1367.0869643543654,-13.267479469719547,-10.52419940899759,45.13710142200353,1397.9571533203125,1422.6138160342261,1357.1600341796875,-0.1600341796875,28.386791889375502,-0.0001
2000-02-03,1425.780029296875,1398.52001953125,1409.1199951171875,1424.969970703125,1146500000,1424.969970703125,1478.3330865515102,1369.327871874829,-11.181886782475658,-10.655736883693205,48.93971807606718,1400.0914306640625,1423.8304792131696,1391.4599609375,15.8499755859375,27.38892563424917,0.0112
2000-02-04,1435.9100341796875,1420.6300048828125,1424.969970703125,1424.3699951171875,1045100000,1424.3699951171875,1478.477020220582,1371.3039391358168,-9.468307808926511,-10.418251068739867,48.80182909546833,1402.9885777064733,1424.8904796781994,1406.280029296875,-0.5999755859375,26.442581262113425,-0.0004
2000-02-07,1427.1500244140625,1413.3299560546875,1424.3699951171875,1424.239990234375,918100000,1424.239990234375,1478.563934980636,1373.1970280960008,-8.028229996268465,-9.940246854245586,48.76976422257621,1406.6571393694196,1425.8804815383185,1406.1199951171875,-0.1300048828125,25.548216452003874,-0.0001
2000-02-08,1441.8299560546875,1424.239990234375,1424.239990234375,1441.719970703125,1047700000,1441.719970703125,1478.5907460497187,1373.1940265507278,-5.41405970683536,-9.035009424763542,53.22034230490798,1418.308558872768,1425.8923863002233,1421.969970703125,17.47998046875,25.231236748159425,0.0123
2000-02-09,1444.550048828125,1411.6500244140625,1441.719970703125,1411.7099609375,1050500000,1411.7099609375,1474.6602140139476,1372.7540810009332,-5.698182798049174,-8.36764409942067,45.85509191739756,1420.7728445870537,1423.7071475074404,1421.3699951171875,-30.010009765625,24.544886882760725,-0.0208
2000-02-10,1422.0999755859375,1406.4300537109375,1411.699951171875,1416.8299560546875,1058800000,1416.8299560546875,1473.2397143221528,1372.1050471175795,-5.447417144517431,-7.783598708440023,47.1977046078683,1421.8514055524554,1422.6723807198662,1421.239990234375,5.1199951171875,23.782646196284798,0.0036
2000-02-11,1416.8299560546875,1378.8900146484375,1416.8299560546875,1387.1199951171875,1025700000,1387.1199951171875,1473.1741275995453,1367.872538137062,-7.558894873721783,-7.738657941496375,40.865345704834134,1418.7085484095983,1420.5233328683037,1438.719970703125,-29.7099609375,24.511330989254425,-0.021
2000-02-14,1394.9300537109375,1380.530029296875,1387.1199951171875,1389.93994140625,927300000,1389.93994140625,1470.1682096934246,1365.1889215379742,-8.902092309455611,-7.971344815088223,41.66535428971442,1413.7042585100446,1417.6785656156994,1408.7099609375,2.8199462890625,24.79549681176325,0.002
2000-02-15,1407.719970703125,1376.25,1389.93994140625,1402.050048828125,1092100000,1402.050048828125,1462.7922514072322,1366.5553583397916,-8.886958172066443,-8.154467486483867,45.10025922075143,1410.5156947544642,1414.673804873512,1413.8299560546875,12.110107421875,24.32280706301194,0.0087
2000-02-16,1404.550048828125,1385.5799560546875,1402.050048828125,1387.6700439453125,1018800000,1387.6700439453125,1457.1814963045263,1365.7404019469618,-9.920947961948514,-8.507763581576796,41.942099809753344,1405.2914167131696,1411.460949125744,1384.1199951171875,-14.3800048828125,24.58463558289344,-0.0103
2000-02-17,1399.8800048828125,1380.0699462890625,1387.6700439453125,1388.260009765625,1034800000,1388.260009765625,1450.186221224099,1366.2937708703953,-10.5709318861675,-8.920397242494937,42.12117162751168,1397.6542794363838,1408.2399960472471,1386.93994140625,0.5899658203125,24.6803186954544,0.0004
2000-02-18,1388.5899658203125,1345.3199462890625,1388.260009765625,1346.0899658203125,1042300000,1346.0899658203125,1449.9684958755602,1357.0372123647671,-14.323704199798385,-10.001058633955626,34.03935299849714,1388.279994419643,1403.5028541201636,1399.050048828125,-42.1700439453125,28.75563842227603,-0.0304
2000-02-22,1358.1099853515625,1331.8800048828125,1346.0899658203125,1352.1700439453125,980000000,1352.1700439453125,1447.460220399315,1351.051207707084,-16.61565685492451,-11.323978278149402,35.94759686366072,1379.0428641183037,1399.2557140531994,1384.6700439453125,6.080078125,31.004840680772034,0.0045
2000-02-23,1370.1099853515625,1342.43994140625,1352.1700439453125,1360.68994140625,993700000,1360.68994140625,1448.3424951714378,1346.2794007549014,-17.54234410231402,-12.567651442982326,38.62698906887422,1375.2671421595983,1397.3109479631696,1385.260009765625,8.5198974609375,31.945109728011364,0.0063
2000-02-24,1364.800048828125,1329.8800048828125,1360.68994140625,1353.4300537109375,1215000000,1353.4300537109375,1448.7124790636585,1340.5189429973534,-18.64760470656347,-13.783642095698555,37.19903970313506,1370.0514439174108,1394.615711030506,1343.0899658203125,-7.2598876953125,33.169522272375865,-0.0053
2000-02-25,1362.1400146484375,1329.1500244140625,1353.4300537109375,1333.3599853515625,1065200000,1333.3599853515625,1451.3418406348746,1331.1533928100657,-20.902072402873728,-15.207328157133592,33.51086701048078,1360.2385777064733,1391.2476167224702,1349.1700439453125,-20.070068359375,35.83182340087243,-0.0148
2000-02-28,1360.8199462890625,1325.0699462890625,1333.3599853515625,1348.050048828125,1026500000,1348.050048828125,1451.6876614869975,1325.997094837407,-21.258336076748492,-16.417529741056573,38.33045349860472,1354.578578404018,1388.8423781622023,1357.68994140625,14.6900634765625,36.63208480140124,0.011
2000-02-29,1369.6300048828125,1348.050048828125,1348.050048828125,1366.4200439453125,1204300000,1366.4200439453125,1451.471631907287,1326.8093158233676,-19.829787081669565,-17.099981209179173,43.81510150586683,1351.4585832868304,1389.1404738653273,1350.4300537109375,18.3699951171875,36.20352952137346,0.0136
2000-03-01,1383.4599609375,1366.4200439453125,1366.4200439453125,1379.18994140625,1274100000,1379.18994140625,1450.840053471131,1325.986606685119,-17.465891780018183,-17.173163323346976,47.322356916473865,1356.1871512276787,1388.413330078125,1330.3599853515625,12.7698974609375,35.357597758397446,0.0093
2000-03-02,1386.56005859375,1370.3499755859375,1379.18994140625,1381.760009765625,1198600000,1381.760009765625,1448.8414343259312,1325.3642715892472,-15.209775856551687,-16.78048582998792,48.0255580731701,1360.4142892020088,1387.1028529575892,1345.050048828125,2.570068359375,34.48452240041221,0.0019
2000-03-03,1410.8800048828125,1381.760009765625,1381.760009765625,1409.1700439453125,1150300000,1409.1700439453125,1448.8473910352382,1325.363081435,-11.082277453672305,-15.640844154724798,54.934989391281455,1367.3400181361608,1387.105236235119,1363.4200439453125,27.4100341796875,33.79046799684377,0.0198
